name,pctwhite,pctblack,pctapi,pctaian,pcthispanic
,91.98,2.29,(S),(S),4.58
,82.44,5.34,(S),0,11.45
,82.82,8.02,(S),0,(S)
,94.66,(S),(S),0,1.91
,87.79,(S),1.91,(S),4.96
,(S),97.33,(S),0,0
,(S),0,96.95,0,(S)
,97.33,0,(S),(S),(S)
,71.37,19.85,0,1.91,3.44
,97.33,(S),0,0,(S)
,96.95,0,(S),0,2.29
,94.66,(S),(S),(S),(S)
,97.33,(S),(S),0,(S)
,97.33,(S),0,(S),(S)
,97.71,0,0,0,(S)
,96.18,(S),(S),0,(S)
,96.56,(S),0,0,3.05
,96.95,(S),(S),(S),1.91
,92.37,3.05,(S),(S),1.91
,96.18,(S),0,0,3.05
,88.17,(S),1.91,(S),4.96
,93.13,(S),(S),(S),1.91
,11.07,(S),0,(S),87.79
,96.18,(S),0,1.91,(S)
,97.71,0,(S),0,(S)
,90.46,1.91,(S),0,7.25
,96.18,0,(S),0,1.91
,96.56,(S),0,(S),2.29
,96.95,(S),0,0,(S)
,91.6,(S),2.29,(S),2.29
,93.13,(S),(S),(S),(S)
,97.33,0,0,0,2.67
,98.09,0,(S),(S),(S)
,(S),97.33,0,0,(S)
,2.29,91.22,(S),0,5.34
,97.33,(S),(S),(S),(S)
,90.08,(S),2.29,1.91,4.58
,97.71,0,(S),0,(S)
,2.29,93.13,(S),0,(S)
,96.18,(S),0,0,(S)
,30.15,(S),(S),0,67.18
,96.56,0,0,(S),2.67
,3.05,0,90.46,0,1.91
,98.47,(S),0,0,(S)
,93.13,(S),(S),(S),3.44
,92.37,0,1.91,0,3.44
,97.71,0,(S),0,(S)
,99.62,0,(S),0,(S)
,95.42,0,(S),(S),0
,90.84,(S),3.05,(S),3.44
,96.95,0,(S),(S),1.91
,95.42,(S),0,0,3.44
,(S),(S),0,0,98.85
,(S),(S),(S),0,97.71
,96.56,0,(S),0,(S)
,98.85,(S),0,0,(S)
,97.71,0,0,0,(S)
,27.1,64.5,(S),(S),3.82
,98.09,0,0,0,1.91
,16.03,0,(S),0,83.21
,91.6,2.29,(S),(S),2.29
,95.42,0,(S),(S),2.67
,92.37,(S),(S),0,4.2
,98.09,(S),(S),(S),0
,98.47,(S),0,0,(S)
,93.51,1.91,(S),0,2.67
,95.8,(S),(S),0,(S)
,91.6,3.44,(S),(S),1.91
,(S),(S),98.09,0,(S)
,86.64,1.91,(S),(S),8.78
,96.95,0,(S),(S),(S)
,99.24,0,0,(S),(S)
,95.04,2.29,(S),0,2.29
,90.84,(S),(S),2.29,3.05
,8.02,(S),37.79,(S),9.54
,88.17,(S),(S),(S),3.44
,17.18,72.14,(S),(S),5.73
,97.33,(S),(S),0,2.29
,98.09,0,(S),0,(S)
,59.92,35.11,0,(S),2.67
,96.95,(S),(S),(S),0
,95.42,(S),(S),2.67,(S)
,95.04,0,0,0,4.96
,96.18,0,(S),0,3.05
,100,0,0,0,0
,94.27,3.05,(S),0,(S)
,93.51,(S),(S),(S),1.91
,96.56,(S),0,(S),(S)
,76.72,6.49,(S),0,15.65
,23.66,7.63,66.41,(S),(S)
,91.22,(S),(S),2.29,2.67
,92.37,(S),(S),0,2.29
,93.13,(S),(S),(S),4.2
,98.09,(S),0,0,(S)
,95.8,0,(S),0,3.44
,95.04,0,(S),(S),2.29
,73.28,0,(S),(S),20.99
,96.56,(S),(S),0,(S)
,98.47,0,(S),0,(S)
,95.42,0,0,0,2.67
,63.36,29.77,2.29,0,1.91
,92.75,0,(S),(S),3.05
,11.45,(S),82.82,0,(S)
,92.37,(S),3.82,0,(S)
,98.47,(S),0,0,(S)
,94.66,(S),(S),0,3.82
,63.36,5.34,(S),(S),29.01
,71.76,2.67,20.23,(S),(S)
,96.95,(S),0,0,2.29
,95.8,0,(S),(S),3.05
,95.42,(S),(S),0,1.91
,99.62,(S),0,0,(S)
,95.8,0,0,(S),2.67
,82.06,8.02,(S),(S),8.4
,95.42,1.91,(S),(S),(S)
,84.73,9.16,(S),0,4.2
,96.95,(S),0,(S),0
,8.78,(S),8.78,0,80.92
,94.27,(S),(S),0,4.96
,43.51,52.67,(S),(S),0
,87.79,5.34,(S),(S),4.2
,91.98,0,0,(S),6.49
,(S),(S),(S),(S),97.33
,95.04,0,(S),(S),1.91
,96.95,0,(S),0,1.91
,90.84,0,2.29,0,4.2
,98.09,(S),0,0,(S)
,96.95,(S),0,0,(S)
,93.51,(S),0,(S),4.58
,90.08,(S),(S),(S),3.82
,89.31,2.29,(S),(S),(S)
,94.66,(S),0,2.67,1.91
,97.33,0,0,(S),(S)
,80.92,6.11,2.67,(S),7.63
,65.65,14.5,13.36,(S),3.44
,98.47,(S),0,0,(S)
,92.75,0,0,2.29,2.29
,92.37,2.67,(S),(S),2.67
,2.29,92.75,(S),0,(S)
,73.95,4.98,13.03,(S),(S)
,87.36,(S),2.3,(S),2.3
,98.08,0,0,0,1.92
,97.32,0,(S),0,(S)
,91.19,0,(S),(S),4.98
,93.87,(S),(S),0,4.21
,96.17,(S),(S),0,1.92
,(S),(S),0,0,98.85
,91.19,(S),0,(S),5.36
,98.47,0,(S),0,(S)
,3.83,(S),80.46,(S),9.58
,97.32,0,(S),0,(S)
,86.97,3.83,6.13,(S),(S)
,98.85,0,(S),0,(S)
,96.55,0,(S),(S),(S)
,95.02,(S),(S),(S),1.92
,80.46,(S),(S),0,18.77
,96.17,0,(S),0,2.68
,98.08,(S),(S),0,(S)
,7.28,88.89,0,0,1.92
,57.47,3.07,(S),33.33,4.6
,90.04,0,(S),(S),8.05
,19.92,(S),3.45,(S),75.1
,96.55,(S),(S),0,(S)
,86.59,7.66,(S),(S),3.45
,92.72,(S),(S),0,3.45
,90.04,4.98,(S),0,3.45
,95.02,(S),0,0,2.3
,88.51,5.75,(S),1.92,(S)
,37.93,2.68,55.56,(S),2.3
,96.17,0,0,0,3.83
,13.79,(S),(S),0,84.29
,89.27,0,(S),0,8.43
,5.75,(S),16.86,13.03,63.6
,(S),(S),87.74,0,3.45
,97.32,0,0,0,2.68
,96.55,0,0,(S),2.68
,96.55,(S),(S),0,1.92
,12.64,(S),(S),0,85.06
,93.87,3.07,(S),0,(S)
,96.55,0,(S),0,2.3
,98.85,0,0,0,(S)
,33.33,10.73,38.31,0,8.05
,95.02,(S),(S),(S),(S)
,95.79,0,(S),0,(S)
,95.4,(S),(S),0,2.3
,93.1,(S),(S),0,2.68
,93.1,(S),(S),0,2.3
,94.25,0,(S),0,3.07
,92.72,1.92,(S),(S),1.92
,7.66,4.21,(S),0,87.74
,95.79,0,0,(S),1.92
,93.49,(S),(S),0,(S)
,96.93,0,0,(S),1.92
,91.95,(S),(S),0,4.6
,96.55,0,(S),0,(S)
,94.64,0,(S),(S),2.68
,89.27,3.83,1.92,(S),3.83
,96.93,0,0,0,(S)
,92.72,0,(S),0,5.75
,91.95,0,(S),(S),2.68
,97.7,(S),0,0,1.92
,96.55,(S),(S),0,3.07
,76.25,19.92,(S),(S),1.92
,96.17,(S),(S),0,3.07
,95.02,(S),(S),(S),2.3
,7.66,78.93,0,(S),(S)
,98.08,0,(S),0,(S)
,96.17,(S),(S),0,2.68
,84.29,(S),4.6,6.51,3.07
,98.47,(S),0,0,(S)
,96.93,0,(S),0,(S)
,90.04,0,2.3,1.92,3.07
,98.08,0,0,0,(S)
,17.62,3.07,74.71,(S),2.3
,96.93,(S),(S),0,2.3
,6.51,3.07,82.76,(S),(S)
,97.7,0,0,0,(S)
,98.08,(S),0,(S),(S)
,91.19,(S),0,0,8.43
,97.32,0,(S),0,(S)
,96.55,(S),0,0,(S)
,96.55,0,(S),0,(S)
,97.7,0,(S),0,(S)
,15.71,0,75.1,0,4.6
,98.08,0,(S),0,(S)
,65.9,2.68,2.3,0,26.82
,96.93,(S),(S),0,(S)
,16.86,(S),35.63,(S),11.11
,96.93,(S),0,0,2.3
,42.15,(S),32.95,(S),16.86
,97.32,(S),(S),0,(S)
,93.49,(S),(S),0,5.36
,95.79,0,(S),(S),1.92
,91.95,(S),(S),1.92,3.83
,96.55,(S),0,0,(S)
,1.92,96.55,0,0,(S)
,98.08,(S),(S),0,(S)
,96.93,(S),(S),0,2.68
,96.55,(S),(S),0,3.07
,52.49,6.9,22.61,0,15.71
,3.07,(S),92.72,(S),(S)
,12.64,0,32.57,0,11.11
,95.4,(S),(S),0,(S)
,95.02,0,(S),0,4.21
,95.79,0,(S),0,3.07
,77.39,(S),17.24,(S),2.68
,94.25,(S),2.68,0,2.3
,91.57,3.45,(S),0,3.83
,83.14,(S),(S),0,9.58
,88.51,1.92,(S),0,8.43
,95.79,(S),(S),0,(S)
,97.7,(S),(S),0,1.92
,94.25,(S),(S),0,2.68
,94.25,0,0,(S),(S)
,96.55,(S),0,0,2.68
,95.4,0,(S),0,3.07
,85.44,(S),(S),4.6,6.13
,97.32,0,(S),0,(S)
,92.72,(S),(S),(S),(S)
,97.32,(S),(S),0,(S)
,8.81,24.14,52.11,(S),(S)
,4.6,(S),0,(S),93.49
,78.93,(S),(S),(S),19.16
,95.79,0,(S),0,(S)
,95.79,0,(S),(S),(S)
,(S),(S),0,0,98.85
,89.27,6.9,(S),0,1.92
,91.95,(S),1.92,0,4.98
,96.55,(S),(S),(S),(S)
,95.79,(S),(S),0,3.83
,91.57,0,(S),0,6.9
,65.9,25.67,(S),(S),3.83
,4.6,0,(S),(S),94.64
,98.47,0,0,0,(S)
,55.94,38.31,(S),(S),1.92
,0,(S),(S),0,99.62
,87.74,5.75,(S),0,(S)
,63.98,30.27,(S),(S),2.68
,92.34,5.36,0,0,(S)
,97.32,1.92,0,(S),0
,95.02,(S),0,2.3,(S)
,96.93,(S),0,0,(S)
,94.25,2.68,(S),1.92,(S)
,96.17,0,(S),0,2.68
,94.25,(S),(S),0,4.6
,79.69,(S),3.45,(S),(S)
,31.42,(S),(S),(S),67.05
,96.55,2.3,(S),0,(S)
,18.01,76.63,(S),(S),(S)
,97.7,0,0,(S),(S)
,10.34,(S),76.25,0,(S)
,95.02,0,(S),0,(S)
,95.79,0,(S),0,(S)
,64.75,0,24.52,0,8.43
,96.93,(S),0,0,(S)
,86.59,(S),3.83,(S),2.68
,89.27,(S),(S),3.07,3.45
,93.87,4.98,0,(S),(S)
,97.7,0,(S),(S),(S)
,96.93,(S),0,0,(S)
,93.49,(S),(S),0,4.98
,96.93,(S),0,0,(S)
,98.47,0,(S),0,(S)
,98.47,(S),0,0,(S)
,95.4,(S),(S),0,(S)
,58.62,38.31,0,(S),2.3
,83.14,(S),9.2,(S),4.6
,31.03,58.24,(S),(S),4.6
,95.02,0,(S),(S),3.45
,90.42,(S),(S),2.3,2.68
,98.08,0,(S),0,0
,94.25,(S),(S),(S),1.92
,97.7,0,(S),0,(S)
,95.79,(S),0,0,3.45
,98.85,0,(S),0,(S)
,96.17,0,(S),0,(S)
,87.74,(S),2.68,5.36,(S)
,2.68,88.89,(S),(S),1.92
,94.25,(S),(S),0,2.68
,93.87,0,(S),(S),3.45
,3.07,0,94.25,0,(S)
,95.4,(S),0,0,3.45
,14.56,(S),30.27,(S),49.81
,94.25,0,(S),(S),4.21
,96.55,(S),0,0,2.3
,94.64,(S),(S),(S),2.68
,75.86,14.56,2.68,0,3.45
,96.17,(S),(S),0,3.07
,90.8,(S),(S),0,8.43
,96.17,(S),0,0,2.68
,98.08,0,(S),0,(S)
,(S),(S),0,0,99.23
,78.93,(S),6.9,(S),11.11
,95.4,(S),(S),(S),1.92
,95.79,(S),(S),(S),(S)
,94.64,(S),0,(S),3.07
,3.83,0,73.18,0,14.18
,2.68,(S),6.13,0,90.42
,97.32,(S),(S),0,(S)
,94.64,(S),(S),0,4.98
,93.1,(S),0,0,5.75
,92.72,(S),2.3,(S),2.68
,93.49,(S),1.92,0,3.07
,94.64,0,(S),0,3.07
,75.86,(S),(S),0,21.46
,96.55,0,0,(S),(S)
,95.4,(S),0,0,3.45
,89.27,5.75,(S),0,3.45
,3.83,0,93.87,(S),(S)
,94.25,(S),(S),0,4.21
,90.8,(S),6.51,0,(S)
,1.92,(S),95.4,0,(S)
,91.57,(S),1.92,2.3,(S)
,92.72,0,(S),0,5.36
,98.08,(S),0,0,(S)
,93.49,(S),(S),0,(S)
,97.32,(S),0,0,1.92
,95.79,0,0,(S),2.68
,85.82,8.43,2.68,(S),2.3
,71.65,0,2.3,0,23.75
,45.59,(S),44.44,(S),7.66
,95.4,(S),0,(S),(S)
,4.21,7.66,(S),(S),85.44
,4.98,(S),72.41,(S),7.28
,95.79,2.3,0,0,(S)
,85.44,2.68,4.21,0,3.83
,6.9,2.3,(S),(S),90.42
,94.25,0,0,(S),4.6
,95.4,(S),(S),(S),(S)
,83.91,13.03,(S),0,2.3
,79.69,7.28,(S),(S),7.66
,94.64,0,(S),0,(S)
,81.23,(S),8.81,(S),6.51
,94.23,0,2.31,0,3.46
,93.85,(S),0,0,3.85
,8.08,(S),(S),2.31,88.46
,40.38,(S),5.77,(S),48.08
,94.23,0,1.92,0,1.92
,85.77,5.38,1.92,(S),(S)
,16.54,(S),4.23,0,78.85
,97.69,0,(S),(S),(S)
,94.23,(S),(S),0,3.08
,86.15,0,0,3.85,6.54
,74.62,15,0,3.08,4.62
,93.08,(S),(S),0,2.69
,97.69,(S),0,0,(S)
,30.77,14.62,46.54,(S),(S)
,41.92,(S),11.92,2.69,41.92
,72.31,22.31,(S),(S),2.31
,95.38,0,(S),(S),2.31
,91.92,(S),(S),(S),2.31
,93.46,(S),1.92,0,3.85
,94.62,(S),(S),(S),3.46
,75,(S),(S),13.85,(S)
,93.08,3.46,(S),0,(S)
,93.46,0,(S),(S),2.69
,99.62,0,0,0,(S)
,88.46,(S),(S),0,7.69
,6.54,(S),(S),88.08,1.92
,98.85,(S),0,0,(S)
,93.08,0,(S),(S),3.46
,85,0,(S),0,13.46
,94.23,(S),0,0,5
,99.23,(S),0,0,(S)
,19.23,0,(S),(S),78.46
,94.62,(S),(S),0,(S)
,98.85,0,0,0,(S)
,92.69,(S),0,0,5.77
,91.92,(S),(S),0,4.23
,97.69,0,0,0,(S)
,98.08,0,(S),0,(S)
,94.23,(S),1.92,0,2.69
,95.38,(S),0,(S),(S)
,98.46,(S),0,0,(S)
,95.77,(S),(S),0,2.31
,9.62,0,0,75.77,12.31
,95.77,(S),(S),0,(S)
,95.38,(S),(S),0,4.23
,88.08,2.31,5.77,(S),2.31
,96.15,(S),0,0,3.08
,93.46,(S),1.92,(S),4.23
,91.92,(S),(S),0,7.31
,92.69,(S),(S),(S),(S)
,94.23,(S),0,2.69,(S)
,95,(S),(S),0,3.08
,81.92,12.31,(S),(S),3.46
,95,(S),(S),0,4.62
,75.38,13.46,3.08,(S),(S)
,96.54,(S),0,0,(S)
,99.23,0,(S),(S),0
,21.15,(S),76.15,0,(S)
,72.31,11.92,8.46,(S),(S)
,93.08,(S),2.31,0,(S)
,95.77,(S),0,0,3.46
,98.08,(S),0,0,(S)
,98.08,(S),(S),0,(S)
,97.69,0,(S),0,(S)
,98.08,(S),(S),0,(S)
,96.15,0,(S),(S),(S)
,80.77,10,(S),(S),7.69
,90.38,(S),(S),0,6.54
,1.92,(S),(S),0,97.31
,(S),98.08,(S),0,(S)
,94.62,(S),2.31,0,1.92
,8.08,(S),75,(S),5.77
,94.62,0,(S),(S),3.85
,91.92,(S),(S),(S),3.08
,93.08,(S),2.31,0,(S)
,9.23,0,(S),0,90
,93.85,(S),3.08,(S),(S)
,92.31,(S),3.85,0,2.31
,91.15,(S),0,0,6.92
,95.77,(S),(S),0,2.69
,96.54,(S),(S),(S),(S)
,98.46,(S),0,0,(S)
,97.31,(S),0,0,(S)
,96.54,0,2.31,0,(S)
,96.54,0,(S),(S),(S)
,94.23,0,(S),0,3.46
,61.15,(S),15.38,(S),19.23
,26.15,2.31,10.38,(S),59.23
,13.46,28.46,43.46,(S),(S)
,94.23,0,(S),(S),1.92
,93.85,(S),(S),0,2.31
,95.38,0,(S),0,3.08
,95.77,(S),0,0,3.46
,90.38,(S),0,(S),3.46
,57.69,(S),(S),35,3.46
,95.77,0,(S),(S),(S)
,3.85,91.54,(S),0,(S)
,99.23,(S),0,(S),0
,89.62,3.46,(S),(S),5
,90.38,(S),(S),0,6.54
,95.38,0,0,(S),2.69
,90.38,3.46,2.31,(S),3.08
,95.77,(S),(S),(S),(S)
,92.31,(S),(S),0,4.23
,(S),(S),0,0,99.62
,93.85,0,(S),0,4.23
,96.54,0,(S),0,(S)
,73.46,(S),(S),0,23.46
,95.77,0,(S),0,1.92
,95.38,0,(S),(S),(S)
,25.38,0,3.46,0,71.15
,91.54,(S),(S),2.69,3.08
,86.54,6.15,3.46,0,1.92
,12.69,(S),0,75.77,(S)
,98.08,0,0,0,1.92
,94.62,(S),(S),0,3.85
,(S),(S),96.15,0,(S)
,80,11.92,(S),(S),4.62
,4.62,41.54,26.54,4.23,6.15
,(S),(S),2.69,0,95.77
,98.08,(S),(S),0,(S)
,10,6.54,82.31,0,(S)
,99.23,(S),0,0,(S)
,19.62,(S),76.15,(S),(S)
,97.31,0,0,(S),(S)
,95,0,(S),0,3.08
,90.77,(S),1.92,(S),3.08
,98.46,0,(S),0,(S)
,96.92,(S),0,0,(S)
,97.69,0,0,0,2.31
,85.77,3.08,2.69,(S),6.92
,94.23,0,(S),0,3.08
,77.31,19.62,0,(S),(S)
,98.08,(S),0,(S),0
,99.62,0,0,0,(S)
,98.46,0,(S),0,0
,96.92,(S),0,0,2.69
,96.54,(S),0,(S),1.92
,98.85,0,0,0,(S)
,96.15,0,0,(S),1.92
,94.23,(S),0,0,4.62
,92.31,(S),1.92,0,4.23
,95.38,(S),(S),0,2.31
,86.15,(S),8.08,(S),3.08
,84.23,(S),(S),0,11.54
,91.92,(S),(S),0,3.08
,99.23,(S),0,0,0
,87.69,2.69,0,3.85,3.08
,93.85,(S),(S),0,2.69
,97.31,(S),0,(S),(S)
,96.15,(S),(S),0,1.92
,86.15,8.08,(S),(S),3.08
,74.23,3.46,6.92,(S),13.85
,(S),(S),0,0,98.85
,93.46,0,(S),(S),(S)
,96.15,(S),(S),0,(S)
,95.77,0,(S),0,(S)
,95.38,0,(S),(S),2.69
,75.38,(S),(S),0,22.31
,98.85,0,(S),0,(S)
,60.38,(S),(S),15.77,18.46
,96.54,0,(S),0,(S)
,93.08,(S),(S),0,2.69
,3.85,0,87.69,0,3.85
,91.15,2.31,(S),0,4.62
,98.85,0,(S),0,(S)
,26.92,2.69,(S),0,70
,96.54,0,(S),(S),(S)
,9.23,89.23,(S),0,(S)
,92.31,(S),(S),0,5.38
,88.85,(S),3.08,(S),4.23
,99.62,0,(S),0,(S)
,98.08,0,(S),0,(S)
,1.92,0,0,0,98.08
,69.23,5,(S),0,23.46
,96.15,(S),(S),0,2.31
,23.85,73.46,(S),0,(S)
,98.46,0,(S),0,(S)
,95.77,(S),0,0,2.69
,25.38,(S),70,0,(S)
,96.15,(S),(S),(S),(S)
,95,0,(S),0,(S)
,98.85,0,(S),0,0
,87.69,(S),1.92,(S),6.92
,95.38,0,(S),2.31,(S)
,96.54,0,(S),0,(S)
,91.92,(S),2.31,0,3.85
,92.31,(S),(S),0,4.62
,90.38,0,(S),(S),5.38
,76.54,18.46,(S),1.92,(S)
,93.46,(S),(S),0,5.38
,2.69,81.92,(S),(S),9.62
,85,10.77,(S),0,2.31
,93.08,(S),(S),0,1.92
,19.23,2.69,(S),0,77.69
,82.69,9.23,(S),3.08,2.31
,86.54,6.15,(S),(S),5.77
,5,83.46,4.23,0,4.23
,93.85,(S),(S),0,2.69
,86.92,6.92,(S),0,4.23
,7.31,(S),62.31,(S),26.15
,95,0,0,0,5
,95.77,(S),(S),(S),2.31
,97.31,0,(S),0,1.92
,85.77,3.08,2.69,0,4.23
,95.77,(S),0,(S),(S)
,28.08,64.62,(S),(S),2.31
,11.54,12.31,15,(S),58.85
,92.31,(S),1.92,(S),3.08
,97.31,0,(S),0,1.92
,38.46,51.54,0,0,4.23
,6.92,0,0,0,93.08
,60.77,34.62,(S),0,(S)
,82.31,3.85,(S),(S),6.54
,20.38,72.31,(S),(S),1.92
,46.15,49.23,0,(S),(S)
,98.08,0,(S),0,0
,94.23,(S),(S),(S),1.92
,73.46,11.92,(S),(S),5.77
,4.23,(S),78.46,(S),7.69
,89.23,(S),0,2.69,6.54
,51.54,43.46,(S),(S),2.31
,89.62,6.54,(S),(S),(S)
,98.85,(S),(S),0,0
,91.54,(S),2.69,0,2.69
,96.92,(S),0,0,1.92
,27.69,64.62,(S),(S),3.46
,93.46,0,(S),(S),(S)
,95.77,0,0,(S),3.46
,82.31,0,0,0,15.77
,52.69,13.85,21.15,(S),(S)
,79.23,(S),10.38,(S),6.54
,81.54,9.62,(S),4.23,(S)
,96.53,0,0,0,3.47
,97.68,(S),0,0,1.93
,42.08,0,0,55.98,(S)
,97.3,(S),0,0,(S)
,96.91,0,(S),0,(S)
,96.53,(S),0,0,1.93
,93.82,(S),(S),0,3.09
,98.07,0,(S),0,(S)
,95.37,0,(S),0,(S)
,94.59,(S),(S),0,3.09
,94.98,(S),0,(S),1.93
,98.84,0,0,(S),0
,95.75,(S),(S),(S),0
,95.37,0,(S),0,(S)
,22.78,74.9,0,0,(S)
,94.21,(S),(S),(S),3.09
,96.53,(S),(S),0,(S)
,94.21,(S),0,0,4.25
,93.82,(S),(S),(S),3.47
,91.89,1.93,0,(S),4.25
,95.37,(S),(S),0,4.25
,23.17,(S),4.63,63.32,(S)
,94.98,0,(S),0,3.86
,98.46,0,0,0,(S)
,88.42,(S),(S),(S),5.79
,91.89,5.79,2.32,0,0
,82.24,14.29,1.93,0,(S)
,59.07,31.27,(S),(S),2.7
,76.45,19.69,(S),0,2.7
,95.75,0,(S),(S),(S)
,46.72,3.47,35.14,(S),13.51
,95.75,0,(S),0,2.7
,91.89,0,(S),0,6.56
,96.53,(S),(S),0,1.93
,85.71,10.81,(S),(S),0
,93.82,(S),(S),0,2.7
,98.07,0,0,0,(S)
,94.59,(S),(S),0,(S)
,11.58,77.99,(S),(S),4.63
,94.98,0,(S),0,(S)
,93.82,(S),1.93,0,2.7
,98.46,(S),0,0,(S)
,96.14,0,(S),0,3.09
,8.88,0,85.71,(S),(S)
,95.75,(S),(S),0,1.93
,95.75,0,0,(S),(S)
,15.06,79.15,(S),0,(S)
,98.07,0,(S),0,(S)
,5.79,(S),(S),0,93.05
,86.49,(S),(S),0,11.2
,55.21,30.5,(S),(S),4.63
,96.14,(S),(S),0,3.47
,99.23,(S),0,0,(S)
,94.98,0,(S),0,3.47
,94.98,(S),(S),0,3.47
,91.12,(S),0,0,6.95
,97.68,0,(S),(S),(S)
,90.35,(S),(S),(S),3.86
,88.8,(S),(S),0,7.72
,98.46,0,(S),(S),(S)
,91.12,(S),(S),0,6.95
,80.31,12.74,3.09,(S),2.7
,97.3,0,(S),(S),(S)
,97.68,(S),0,0,1.93
,7.34,0,76.06,0,5.02
,96.53,0,0,0,3.47
,2.32,88.8,6.56,0,(S)
,94.21,(S),(S),0,3.47
,98.07,0,0,0,(S)
,99.23,0,0,0,(S)
,96.53,0,0,(S),(S)
,95.37,(S),(S),(S),1.93
,96.53,(S),(S),0,(S)
,92.66,(S),(S),0,4.63
,39.77,55.6,0,0,2.7
,4.25,23.55,(S),63.71,(S)
,97.68,0,(S),0,(S)
,96.91,(S),0,0,1.93
,92.66,0,(S),1.93,3.86
,96.14,(S),0,0,(S)
,74.9,21.24,0,(S),(S)
,88.42,(S),2.7,(S),5.41
,69.5,(S),(S),0,29.34
,98.07,0,0,0,(S)
,90.35,5.02,0,0,2.7
,24.71,(S),68.34,(S),2.32
,96.91,(S),(S),0,(S)
,18.92,0,0,0,81.08
,96.53,0,(S),0,2.7
,94.98,(S),(S),0,2.32
,20.46,(S),35.91,(S),40.93
,5.41,(S),(S),0,93.05
,93.44,2.32,(S),(S),3.47
,89.19,5.79,0,(S),2.32
,38.22,(S),43.24,(S),6.18
,94.21,0,(S),2.7,(S)
,79.54,(S),(S),0,19.31
,99.61,0,0,(S),(S)
,95.37,0,(S),0,(S)
,98.07,0,(S),(S),0
,97.3,0,0,0,2.7
,95.37,(S),(S),(S),(S)
,96.91,(S),(S),(S),(S)
,20.85,(S),(S),0,77.99
,96.53,(S),(S),0,(S)
,95.37,0,(S),(S),(S)
,3.86,(S),2.7,(S),92.66
,98.84,0,(S),0,(S)
,90.73,(S),(S),3.09,3.47
,95.75,(S),(S),0,(S)
,95.37,0,(S),(S),3.47
,1.93,0,0,0,98.07
,93.82,(S),(S),0,3.09
,95.75,(S),(S),(S),(S)
,23.17,71.81,(S),(S),(S)
,61,(S),(S),0,35.14
,91.51,(S),(S),2.32,3.47
,94.98,(S),(S),0,4.25
,94.98,1.93,(S),0,2.32
,95.37,(S),(S),0,3.09
,95.37,(S),(S),0,2.7
,96.14,0,0,(S),(S)
,93.82,0,2.32,0,1.93
,94.59,0,(S),0,(S)
,94.98,(S),(S),0,(S)
,97.3,(S),(S),(S),0
,93.05,0,(S),(S),3.47
,55.6,(S),13.13,0,(S)
,5.41,(S),0,(S),93.82
,95.37,1.93,(S),(S),(S)
,10.42,12.36,13.13,13.9,45.95
,50.58,44.02,(S),0,(S)
,93.44,0,0,0,4.25
,59.85,26.25,(S),(S),10.04
,2.32,(S),(S),0,96.91
,93.05,(S),(S),0,3.86
,95.75,(S),(S),0,(S)
,98.07,0,0,0,(S)
,81.08,11.2,2.7,(S),(S)
,93.05,(S),(S),(S),5.02
,93.44,(S),(S),(S),1.93
,96.53,0,(S),0,1.93
,11.97,(S),77.99,(S),3.86
,93.44,0,3.09,(S),(S)
,30.89,67.18,0,0,(S)
,44.79,(S),47.1,0,(S)
,4.25,(S),(S),0,95.37
,97.68,0,(S),0,(S)
,(S),(S),98.46,0,0
,95.37,0,(S),0,(S)
,66.41,20.85,(S),(S),3.09
,95.37,1.93,(S),0,0
,98.84,0,(S),0,(S)
,94.59,3.09,0,0,(S)
,2.32,(S),73.36,(S),9.27
,98.84,0,(S),0,0
,92.66,(S),(S),0,3.09
,94.21,(S),(S),(S),2.7
,96.91,(S),(S),0,(S)
,91.51,0,(S),(S),(S)
,98.07,0,(S),(S),(S)
,96.91,0,0,0,3.09
,96.14,0,(S),0,1.93
,91.51,0,(S),5.02,(S)
,96.14,0,(S),0,(S)
,96.14,0,(S),0,3.09
,91.51,0,(S),(S),5.02
,85.33,4.25,7.34,(S),(S)
,80.69,3.86,3.47,(S),10.42
,96.14,0,(S),(S),(S)
,95.37,(S),0,(S),3.09
,90.35,3.09,(S),0,4.25
,93.05,(S),(S),0,1.93
,94.98,(S),0,0,3.09
,84.17,11.58,(S),(S),1.93
,92.28,(S),(S),0,2.32
,95.37,(S),0,0,3.86
,97.3,0,(S),(S),(S)
,89.58,(S),(S),0,8.11
,96.91,(S),0,0,2.32
,74.9,0,0,(S),24.32
,97.3,(S),(S),0,(S)
,97.68,(S),(S),0,1.93
,98.46,0,0,(S),(S)
,96.91,(S),0,0,1.93
,97.68,(S),0,0,(S)
,98.46,(S),0,(S),0
,95.75,(S),(S),0,(S)
,97.68,(S),(S),(S),(S)
,90.35,(S),0,(S),4.63
,(S),94.98,0,0,(S)
,89.19,(S),0,0,10.04
,86.49,(S),5.02,(S),2.7
,83.78,2.32,(S),(S),10.81
,94.98,(S),0,0,(S)
,96.14,0,(S),(S),(S)
,95.75,(S),0,(S),(S)
,93.82,(S),(S),0,2.32
,98.46,0,(S),0,(S)
,92.28,0,0,0,5.79
,(S),90.73,0,(S),2.32
,93.82,0,(S),(S),3.09
,12.74,(S),0,(S),85.71
,95.37,0,(S),0,2.7
,98.46,(S),0,0,(S)
,99.23,0,(S),0,0
,(S),95.75,(S),0,(S)
,61,27.03,2.32,0,3.09
